-0.131796	-0.100748	-0.0299414	0.0319193	0.0726259	-0.115601	0.0967858	-0.0344268	0.123935	-0.02636	0.156943	-0.0466513	0.00219743	-0.128381	0.0498712	-0.026792	0.0338835	-0.0113436	0.0365823	-0.00402205	0.0270064	-0.0377332	0.127407	-0.0640394	0.0385689	-0.0608051	0.0221768	-0.038448	0.0577439	-0.0176221	0.075379	-0.0193817	-0.00282717	0.0410294	-0.00880106	-0.00452819	-0.0250546	0.0499842	0.000451702	0.00714247	0.0109783	-0.0745	0.0769306	0.0392474	0.10037	-0.0900085	-0.0651199	-0.0335827	0.062836	0.0605319	0.00588706	-0.00948192	-0.0840824	-0.00532386	0.00179512	0.0846332	0.137918	0.110227	-0.131441	-0.107754	-0.135471	-0.0394288	0.0850177	0.0702515	0.0406811	0.077412	0.0457479	-0.204651	-0.177193	-0.0588559	-0.0357303	-0.0108921	0.079966	0.0110153	0.0254236	0.0582922	0.146998	0.0730411	-0.0713011	-0.000683397	-0.106784	-0.220516	-0.0116868	-0.176671	0.298871	0.207495	0.152963	0.125601	-0.196778	-0.12457	-0.161287	-0.122557	-0.0700246	-0.432581	-0.0193144	0.000706623	-0.000488696	
-0.127773	-0.0709015	-0.0522843	0.0208994	0.132268	-0.0988049	0.0159456	-0.0588775	0.0584173	-0.156877	0.168848	0.0411131	0.0150831	-0.00442453	0.178876	0.20963	0.291378	0.0964234	-0.00281377	0.0944808	0.0168895	-0.228422	-0.0526116	0.0435284	-0.181067	0.0885921	-0.195588	-0.00323976	-0.285065	0.03669	0.334609	-0.127044	-0.00868415	-0.0481027	-0.105398	-0.00174464	-0.00498644	0.0540095	0.0292743	-0.116256	-0.0370379	-0.0423944	-0.0724758	-0.0348957	-0.0611996	0.0409183	-0.0571306	-0.0319725	-0.233446	0.0172378	-0.105842	-0.142842	0.0150859	0.0687552	-0.0191495	-0.055146	0.00535856	-0.0533989	-0.0243019	-0.135799	0.0977308	-0.130228	-0.0719669	-0.0272148	0.0668493	-0.322986	0.0524739	0.0208968	0.090249	-0.0660937	-0.0944242	-0.0188353	0.0230703	-0.139031	-0.0235336	-0.00012982	-0.00209031	-0.00395687	0.0545003	0.0152556	0.0178901	0.0295264	0.0213344	-0.0019101	-0.0292493	-0.0206062	0.0145089	-0.0120544	-0.000604502	0.0115972	0.0104562	0.00436815	-0.000359348	-2.02616e-15	-5.00034e-16	2.63949e-16	-1.40689e-16	
-0.123251	-0.0364812	-0.0774558	0.0129832	0.193172	-0.0802308	-0.0690595	-0.0636146	-0.0118607	-0.238196	0.142974	0.085792	0.0327673	0.0914932	0.185114	0.197167	0.116516	0.0520028	0.0273633	-0.106808	-0.0345104	-0.00804432	-0.0928876	0.111414	0.0603722	0.0377329	0.176701	-0.0380663	0.237112	0.00535616	-0.259052	0.132857	0.0526026	-0.0180966	0.0660393	-0.016626	-0.0279598	0.169743	-0.0190957	0.0593765	-0.0590389	-0.21051	-0.0718433	0.0567174	0.100337	-0.0181925	0.200429	0.167335	-0.0841534	-0.0186504	-0.00708016	-0.16057	0.0672148	0.019097	0.0299815	-0.174184	0.126298	-0.130327	-0.0645354	0.083607	0.105287	0.093453	-0.0956971	0.0187752	-0.119498	0.162307	0.0790241	-0.0136763	0.0411447	0.0516467	-0.0249191	0.0165979	0.0191854	0.0299197	0.0232921	-0.0118274	-0.00982118	0.0336285	-0.00819793	0.0124689	0.049476	-0.0746678	-0.0351839	0.253308	0.0550024	0.0418314	-0.030299	0.120549	0.0794696	-0.107913	0.00787854	-0.0238924	0.203145	4.56579e-15	2.30198e-15	-1.2387e-16	3.77553e-16	
-0.119998	-0.01436	-0.0916807	0.0115068	0.215783	-0.0761333	-0.133209	-0.0707739	-0.0306603	-0.2062	0.118082	0.0754475	0.00126386	0.0953549	0.0612571	-0.0280198	-0.104075	-0.057554	0.16474	-0.0887405	-0.0764533	0.100285	0.0102239	-0.0788336	0.138689	0.0366038	0.178722	-0.00397989	-0.171866	0.00237693	0.043819	-0.168652	-0.187408	-0.0662469	0.0836441	-0.08059	0.141383	0.0400818	0.103624	0.105511	-0.091429	0.111408	0.0730283	-0.0982442	-0.0788177	-0.349461	0.0588466	-0.0868122	0.0850573	-0.0730214	0.00710267	0.0261837	0.0155723	0.151078	0.012505	0.0322026	-0.130881	0.130913	-0.110079	0.180579	0.133608	0.0456826	0.0758334	0.00206818	0.0282861	0.112956	0.0628508	0.0563446	0.11669	-0.0230191	-0.0866845	-0.0728969	-0.00867288	0.0199965	-0.0465807	0.0609693	-0.0894572	-0.060829	-0.0222435	-0.0470944	-0.123142	0.0793647	0.0220011	-0.0908423	-0.145022	0.0543859	0.102952	-0.0181929	-0.0624302	0.257443	-0.0182722	0.000956032	-0.152733	-2.52576e-15	-2.08514e-15	3.47202e-16	-1.23714e-16	
-0.117582	-0.000463182	-0.0990903	0.0132403	0.205774	-0.0702577	-0.196764	-0.0802272	-0.0205459	-0.142266	0.100438	0.0448077	-0.0391735	0.0218589	-0.0550755	-0.128857	-0.13544	-0.0776438	0.131381	0.10514	-0.0912903	0.00152727	0.0902775	-0.187718	-0.0853245	0.0625426	-0.0831499	0.0340765	-0.117712	0.118906	-0.109968	0.151574	0.00573428	0.117519	0.0540355	0.0514854	-0.0284031	-0.116021	0.106897	-0.12974	0.117757	-0.111124	-0.00381417	0.0411437	0.101789	0.102673	0.116937	-0.0517568	0.0507686	0.136856	-0.114569	0.157668	0.26955	-0.101973	-0.104389	0.0556947	-0.0701903	0.000128161	-0.0107238	-0.0605202	0.00292569	-0.0774778	0.179717	-0.0327346	0.0354801	-0.016254	-0.0261831	0.0593085	-0.0972557	-0.0157277	-0.0161824	0.0721777	0.0164443	0.0161661	-0.00843447	0.050757	-0.00479426	0.0568754	0.0770652	-0.0869335	0.00486041	-0.0576096	0.165691	0.0887525	0.135383	-0.0186332	-0.193934	-0.0965935	-0.0211857	-0.173214	0.281422	0.202746	-0.123148	-5.6205e-15	-7.64579e-16	-7.3887e-16	-2.92172e-16	
-0.11638	0.0086059	-0.100733	0.0289109	0.190359	-0.0415673	-0.219502	-0.0853263	-0.0365366	-0.0822963	0.0582585	-0.020909	-0.0669308	0.00378145	-0.121934	-0.165865	-0.0450608	-0.00952474	0.0719023	0.139626	-0.0418318	-0.0701727	0.0646809	-0.0874212	-0.0926677	-0.0155518	-0.110079	0.0612454	0.0627237	-0.000620793	-0.0308346	0.244294	0.187308	-0.0113672	-0.158361	-0.228445	0.0543226	0.0543957	0.00831318	0.0663144	-0.137178	0.184311	0.126926	0.0156044	0.0507862	0.0919809	-0.0983362	-0.103186	-0.141278	-0.0604183	0.0449232	-0.0237598	-0.232012	-0.043403	0.0347862	0.0874157	0.0172274	-0.102835	0.0347475	0.020416	-0.0228973	0.0951126	0.0138257	0.0333253	-0.0140102	-0.0437018	0.00197328	-0.0396901	-0.168065	0.160018	0.0247356	0.120155	-0.0691914	-0.0789188	-0.0541298	-0.104474	-0.104144	0.0101367	-0.14858	0.0229194	0.149225	0.152396	0.0611502	0.0149418	0.0284132	0.0373137	0.000381816	0.0433266	0.184932	0.161279	-0.323288	0.0295985	0.0316358	-7.08461e-15	-1.08767e-15	4.29073e-16	3.02323e-16	
-0.113873	0.020621	-0.102034	0.0474616	0.162853	-0.0423921	-0.254594	-0.0784125	-0.0180074	0.0226733	0.000895173	-0.0478713	-0.130706	-0.0446592	-0.104758	-0.127959	0.0794352	0.00691938	-0.100498	0.13987	0.0570911	-0.0117691	0.0287873	0.186538	-0.0511466	-0.0814148	0.0497429	-0.0289008	0.127399	-0.018164	0.0260644	-0.176873	0.0851161	-0.0129953	0.0740692	0.116442	0.00444151	-0.0650461	-0.24006	0.0665227	0.0128997	0.0434246	-0.0724077	-0.0814815	0.00900473	-0.204829	-0.103466	-0.131314	0.055466	-0.0187259	-0.301141	-0.0927877	0.116485	-0.214173	-0.0681232	-0.0659152	0.00230612	-0.0423407	0.117326	-0.0163051	-0.208267	0.134595	-0.041343	0.0611412	-0.0507675	-0.0662375	-0.124386	-0.0974378	-0.0457888	0.0411661	0.061723	-0.16356	-0.102207	-0.0312787	0.00774302	-0.0836017	-0.0553227	-0.0619132	-0.0417276	0.188039	-0.0167057	-0.0891428	-0.104591	0.0778912	-0.124332	0.0148051	0.0823372	-0.0203529	-0.108448	0.0391538	0.229839	-0.123364	0.013813	5.94663e-15	3.9465e-16	-4.87837e-16	-1.06889e-16	
-0.111911	0.0282882	-0.102673	0.0566967	0.141341	-0.0544923	-0.269691	-0.0641749	0.0166126	0.0717824	-0.0355601	-0.032799	-0.16598	-0.0500654	-0.0566635	-0.0714053	0.155182	-0.0452184	-0.17442	0.0486335	0.0424657	0.0796893	0.0341848	0.220823	0.0600997	-0.126929	0.0547054	-0.153223	0.0281891	-0.0637886	0.0864198	-0.103499	-0.0770795	0.0159401	0.105566	-0.0333407	0.0263301	-0.00951758	0.104921	-0.162498	0.16785	-0.0458451	-0.00204379	0.177622	-0.0586979	0.149527	0.0802559	0.0179927	0.0304571	-0.0131053	0.30306	0.0569417	-0.0893286	0.163604	0.079348	0.0752842	0.103554	0.133629	0.0434018	-0.0800433	0.0166532	-0.0305603	0.135786	0.160829	-0.107509	-0.00649104	0.170791	0.192278	0.00784103	0.0499232	-0.0370381	-0.191036	-0.0895173	0.0621223	0.0521401	0.102498	0.0636558	0.00401899	0.0998556	0.0121343	0.167528	0.174951	-0.121406	-0.0713723	-0.00351406	-0.0908163	-0.0170831	0.027878	0.0306934	-0.130962	-0.0278023	0.00814261	-0.0144632	2.01922e-15	2.96247e-15	-6.59873e-17	4.63496e-17	
-0.100365	0.0638096	-0.151309	0.111077	0.0171772	-0.113642	-0.188886	0.0631718	0.181469	-0.0104536	-0.0636275	-0.0458476	-0.0585246	0.189521	-0.165154	0.0582623	0.12161	0.0138752	0.0269392	-0.264755	0.186891	0.032041	0.0548865	0.0309165	-0.0838118	0.0567748	-0.132197	-0.0227237	-0.00933962	-0.142706	-0.00269807	-0.0158084	-0.0771677	0.0494014	-0.0197156	0.242164	0.0245536	-0.0332036	0.0234802	0.15886	0.0499846	0.0942533	0.0759834	0.0388838	0.15502	0.0016123	0.0807607	0.101923	-0.0294858	0.20162	0.196708	0.0885238	-0.163157	-0.0780346	0.0898592	-0.0792341	-0.232423	-0.0218518	0.0676385	0.0832299	0.00183632	-0.164632	-0.0488464	-0.0811187	-0.0535916	0.00657431	-0.238879	-0.226752	0.108755	-0.154844	-0.098825	0.187328	0.067767	-0.0633489	0.0423831	0.00234468	0.0379473	-0.0555429	-0.0600683	-0.0269966	0.00934606	0.0119909	-0.0894167	0.020943	-0.00657603	0.0348669	0.012254	-0.0131235	0.00848853	-0.0081312	0.0196775	0.00392926	-0.00571921	-3.1225e-16	-1.71261e-15	5.7151e-17	-2.97004e-17	
-0.0988959	0.071398	-0.154827	0.122651	-0.0164565	-0.0724605	-0.145276	0.0786529	0.23112	0.0560876	-0.0781244	-0.00711779	0.0247974	0.0670549	-0.1088	0.105902	-0.132367	0.0861604	0.175938	-0.0713173	0.180006	0.0545436	-0.142774	-0.0868329	0.115228	-0.00711769	0.0403424	0.0516724	0.0715351	0.0110317	0.0625545	0.0314089	-0.0999384	0.0255218	-0.0182984	-0.00738953	-0.0999988	0.252912	-0.0745179	-0.0308375	-0.0336254	-0.201149	-0.0820773	0.0274065	-0.0016923	0.0902526	-0.207443	0.0780575	0.186913	0.00648891	-0.0260655	-0.100445	0.0294491	0.00227931	0.0377853	0.0784095	0.172671	0.162933	0.247038	-0.100563	0.181477	0.0448934	0.00406959	-0.00559762	0.214717	-0.153815	-0.0225534	-0.00906134	-0.0512729	0.0432345	0.0698571	-0.0592718	-0.106421	0.0725257	-0.0718796	-0.0331878	-0.14415	-0.0226357	0.0267733	-0.0842492	-0.145598	-0.0927512	0.177704	-0.00586708	-0.141192	-0.0195006	-0.127323	-0.0616342	0.0122981	-0.0100094	-0.117304	-0.0695986	-0.00411292	-9.85323e-16	-1.92164e-15	4.98509e-16	-1.95644e-16	
